RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
9574,15683189,1085,625.67267,0,0,33.76632,3.0922914,-0.348894,2.016894,1,1,39018.84,0
2514,15762209,803,702.0624,2,1,37.931553,5.1224957,139749.36,1.9596622,1,1,134550.6,0
5776,15786636,923,824.74994,0,1,35.044876,2.9372058,6.7674246,1.9267569,1,1,62268.11,0
9662,15677245,1100,622.33203,0,0,33.49143,3.105906,-0.49701846,2.056688,1,1,37480.484,0
6500,15715017,1745,639.6683,1,0,29.765678,5.704034,66927.49,1.9086266,1,1,95979.32,0
2400,15766073,800,703.9693,2,1,37.82345,5.157147,170428.48,1.9730139,1,1,137240.31,0
5921,15805917,907,845.4956,0,1,35.024662,1.9709697,1.8755693,1.9842112,1,1,59288.566,0
2286,15768156,797,706.5442,2,1,38.101135,5.048839,171333.48,2.0196736,1,1,138300.95,0
6064,15815690,939,866.52045,0,1,34.55328,1.7941966,-0.793237,2.0694637,1,1,55624.348,0
6326,15723570,1969,639.0995,1,0,28.804382,6.0503783,158387.8,2.0317879,1,1,101697.75,0
8678,15692936,1271,629.6678,0,0,32.80911,3.7745833,157.51843,1.9897146,1,1,52533.277,0
5719,15783309,932,826.2705,0,1,34.929867,3.761302,-0.17009735,2.005964,1,1,62959.25,0
6493,15723785,1954,640.82227,1,0,28.72259,6.0990477,150769.05,2.0450969,1,1,101858.13,0
5918,15808139,921,851.56775,0,1,34.85674,2.0978475,0.6721574,2.0110407,1,1,58277.445,0
2378,15765931,800,706.3934,2,1,38.0605,5.0826297,158851.61,1.9907451,1,1,137409.66,0
5336,15748512,981,795.43335,0,1,34.91498,6.243432,0.109401464,2.0112677,1,1,69734.55,0
6116,15815690,948,871.25415,0,1,34.452805,1.8665357,-1.0519183,2.096795,1,1,54463.777,0
2363,15766793,805,706.9632,2,1,37.81697,5.0767207,158829.02,2.0052114,1,1,136555.95,0
9425,15681071,1068,626.8597,0,0,33.966534,3.0923061,-0.10429263,2.013425,1,1,38470.848,0
6393,15738036,2399,633.52844,1,0,27.827143,6.699034,243406.75,2.0520217,1,1,111792.93,0
5237,15748469,939,785.68896,0,1,35.192577,6.0635176,3.0053968,2.0400631,1,1,72396.13,0
5687,15777671,958,823.37335,0,1,35.054996,4.235587,-0.5124389,2.036333,1,1,63819.953,0
2321,15766065,793,704.8782,2,1,37.977905,5.0560646,163362.94,2.0060499,1,1,137331.73,0
2249,15766723,761,707.36957,2,1,37.984024,5.0565834,161360.17,2.0022178,1,1,137296.11,0
6461,15730434,2161,644.89886,1,0,28.031542,6.118219,212800.92,2.219219,1,1,105673.91,0
8018,15709086,1174,661.0898,0,0,33.179993,4.0770993,99.061615,1.99805,1,1,56235.51,0
5827,15792023,896,827.6744,0,1,35.08995,2.3923094,11.032422,1.9112699,1,1,61932.727,0
5643,15769729,967,815.2521,0,1,34.95261,4.725579,-0.38966405,2.0268614,1,1,64578.52,0
5533,15765526,958,816.5775,0,1,34.877567,5.3908024,-1.1305289,2.0762038,1,1,65523.4,0
2351,15766334,781,705.65753,2,1,38.00461,5.0867257,156329.0,1.9917257,1,1,137234.6,0
2427,15766360,810,708.3059,2,1,37.805378,5.1301284,150778.72,2.0152369,1,1,135104.08,0
2337,15768674,806,706.8063,2,1,38.236206,5.114244,153637.4,2.0051227,1,1,139474.03,0
5375,15749009,948,792.2699,0,1,35.003452,6.1110573,0.3507092,1.9955444,1,1,70190.54,0
2438,15766111,790,706.19696,2,1,37.83396,5.1296225,139488.62,1.9747436,1,1,135438.88,0
5400,15747281,932,787.8281,0,1,35.020905,5.9673386,1.3649368,1.9774907,1,1,70075.97,0
5343,15749470,948,790.78827,0,1,35.06422,6.113149,1.0139287,1.9873791,1,1,70727.086,0
5199,15751004,956,789.63367,0,1,35.141903,6.016231,4.7203665,2.0243597,1,1,73151.18,0
2365,15765971,797,704.92303,2,1,37.95604,5.124281,151387.02,1.9990406,1,1,137364.7,0
6353,15727342,2050,639.138,1,0,28.625849,6.22973,159631.0,1.9769068,1,1,104304.02,0
5875,15803795,910,844.9504,0,1,35.058212,2.1457334,1.6192472,1.9916546,1,1,59787.832,0
9719,15681408,1104,626.0067,0,0,33.661774,3.041504,-0.8224125,2.0758,1,1,36316.23,0
5323,15750015,944,793.91907,0,1,35.109875,6.101913,0.24636555,2.0179691,1,1,70330.57,0
9232,15687126,1117,630.20905,0,0,33.53674,3.4231324,4.2119403,1.9703794,1,1,43436.082,0
5729,15783360,934,826.0393,0,1,35.12105,3.5912542,0.64684236,1.9919405,1,1,62500.613,0
2442,15765341,798,703.9668,2,1,37.855762,5.0886517,153516.33,1.9711955,1,1,135715.45,0
9439,15686684,1155,627.324,0,0,33.317493,3.2792335,5.104876,2.0356834,1,1,42291.85,0
5808,15796540,900,831.48975,0,1,35.23081,2.282787,7.351363,1.9283085,1,1,61685.707,0
7819,15709475,1035,692.2149,0,0,33.66675,4.220256,0.09782493,1.9764109,1,1,49516.76,0
4060,15753945,899,756.3399,0,1,36.269222,5.8636403,1524.7213,2.0056775,1,1,93746.27,0
5723,15781956,920,820.5072,0,1,35.045063,3.3902545,3.8326235,1.9450457,1,1,63994.93,0
5754,15784448,919,821.6785,0,1,35.130676,3.156818,5.484132,1.9501793,1,1,62338.906,0
2306,15768961,794,705.71014,2,1,38.024303,5.105221,162191.61,2.014842,1,1,138230.42,0
5786,15796298,900,833.522,0,1,35.15383,2.2968671,6.403959,1.9285691,1,1,61231.867,0
5418,15749349,957,792.77094,0,1,34.99272,6.0656743,0.18682694,2.012252,1,1,69175.68,0
9423,15680967,1064,624.72864,0,0,33.881374,3.1376853,0.45421755,1.978867,1,1,39155.453,0
5802,15791633,902,826.2706,0,1,35.177937,2.5421202,8.881714,1.9264178,1,1,62659.496,0
8484,15696126,1038,659.17017,0,0,33.644108,3.7325373,1.4285753,1.9393864,1,1,45071.65,0
6107,15724345,1840,646.49567,1,0,29.716604,5.9521484,143828.53,1.9377992,1,1,106513.164,0
6392,15727948,2077,639.95416,1,0,28.340973,6.1611576,181750.95,2.1343434,1,1,101276.164,0
5441,15750087,955,792.44415,0,1,34.968502,6.0550284,0.6755233,1.9911017,1,1,69559.26,0
6046,15814090,935,861.0831,0,1,34.61297,1.9420829,-0.4510231,2.057428,1,1,56729.39,0
6381,15718638,1882,637.8044,1,0,29.095673,5.9058313,126901.16,1.9816208,1,1,101000.79,0
5605,15764705,959,809.4172,0,1,34.916946,4.9730186,-0.06273794,2.0205047,1,1,65852.06,0
9418,15680875,1075,627.4423,0,0,33.85473,3.1167722,0.44604683,2.0234675,1,1,39448.44,0
5783,15788792,897,820.8123,0,1,35.185234,2.5774143,12.845378,1.9021983,1,1,63268.055,0
2366,15766135,775,705.8294,2,1,37.774494,5.1273766,153398.17,2.003596,1,1,136082.67,0
9605,15681778,1096,623.98047,0,0,33.45081,3.080915,-0.4913385,2.0410416,1,1,38206.902,0
6449,15726710,2092,639.0288,1,0,28.607183,6.2366557,180560.86,2.0824385,1,1,101627.43,0
2308,15767700,792,705.75037,2,1,38.17361,5.0501947,165600.3,2.0124958,1,1,137567.02,0
9623,15681454,1083,624.8117,0,0,33.637974,3.0541592,-0.60616004,2.0387752,1,1,37636.105,0
6085,15815690,943,876.9529,0,1,34.55398,1.7547257,-1.3505318,2.1239233,1,1,54322.49,0
9397,15681376,1077,627.25024,0,0,33.7536,3.247892,0.45469034,1.997621,1,1,41002.805,0
9331,15686373,1156,625.645,0,0,33.167053,3.4928913,5.4347916,1.9883852,1,1,44202.164,0
5514,15758425,971,805.75757,0,1,34.970783,5.664285,-0.59063876,2.0628474,1,1,67403.15,0
9620,15681457,1091,624.2221,0,0,33.427235,3.2853642,-0.6893394,2.0333269,1,1,38559.277,0
5574,15743569,972,784.67316,0,1,34.655087,6.064211,1.2618697,1.972728,1,1,68663.59,0
7094,15718619,1002,716.2834,0,1,34.019844,4.717256,2.6756485,1.9445117,1,1,55574.66,0
6325,15815690,989,904.42847,0,1,34.041862,1.4097793,-2.5436606,2.26342,1,1,49292.64,0
4639,15735853,1416,668.0272,1,0,32.792435,5.6420326,141759.88,1.9440641,1,1,118059.54,0
7342,15709802,1632,635.9915,1,0,30.473083,5.044078,18570.281,1.9917574,1,1,79521.75,0
6479,15727259,2149,642.803,1,0,27.996124,6.2413087,183534.27,2.1136982,1,1,104795.39,0
6284,15733037,995,751.7433,0,1,34.530586,5.4269958,0.37741864,1.9921584,1,1,62677.59,0
5206,15747337,934,780.8371,0,1,35.236366,5.8412547,12.397915,1.9678307,1,1,73994.93,0
9456,15682836,1090,625.876,0,0,33.782394,3.226668,-0.032572746,2.00343,1,1,39666.44,0
4998,15733118,1512,660.22253,1,0,31.65292,5.81698,161354.55,1.9656968,1,1,112996.164,0
5421,15751428,939,790.7512,0,1,35.07269,5.9288597,1.0917907,1.9895499,1,1,70677.81,0
5729,15778743,949,823.56854,0,1,34.888195,3.9396076,-0.013926268,2.0059288,1,1,63353.727,0
7629,15708033,1018,688.3027,0,0,33.902054,4.2716813,3.2947984,1.9290109,1,1,52831.89,0
2356,15766881,788,704.6292,2,1,38.05894,5.0252714,158374.08,1.9867728,1,1,137531.78,0
2379,15767810,811,709.08624,2,1,37.93211,4.99629,158212.05,2.0223343,1,1,136705.84,0
5570,15761766,972,809.5981,0,1,34.939007,5.4140224,-0.65508425,2.0516121,1,1,66645.09,0
5980,15812943,919,857.75885,0,1,34.84137,1.857585,-0.15498734,2.0456858,1,1,57409.55,0
5424,15726798,1561,653.5689,1,0,31.225956,5.776942,137390.27,1.915179,1,1,109523.414,0
5458,15754280,971,802.84064,0,1,34.89116,5.977154,-0.04636264,2.030332,1,1,69626.15,0
2427,15765016,793,702.99963,2,1,37.986153,5.065006,149728.7,1.9617603,1,1,136361.03,0
5331,15752842,967,800.2931,0,1,34.88573,6.183159,-0.16381204,2.034598,1,1,70077.36,0
9433,15683039,1079,626.4999,0,0,33.89151,3.1889787,0.109247446,1.9990394,1,1,40476.348,0
7904,15707564,999,684.1541,0,0,33.822098,4.091251,2.518718,1.9239063,1,1,49808.598,0
6073,15815690,944,869.94214,0,1,34.45266,1.8254635,-1.020812,2.0934598,1,1,55388.98,0
6230,15718697,1791,638.3448,1,0,29.747583,5.9038234,126931.234,1.940139,1,1,101949.695,0
9535,15680565,1087,627.30365,0,0,33.694416,3.1136317,-0.12480056,2.0315397,1,1,38970.92,0
5975,15811489,921,855.47504,0,1,34.81426,1.9276993,0.062477708,2.0238934,1,1,57555.535,0
3235,15753736,1004,690.65173,2,1,35.753468,5.3966885,166989.97,1.9519053,1,1,129873.836,0
9676,15680731,1094,626.4064,0,0,33.571167,3.0410843,-0.5901177,2.0397666,1,1,36852.895,0
5725,15795670,934,840.9698,0,1,34.84723,3.15946,-0.50942135,2.0096886,1,1,60255.42,0
5457,15752043,962,797.3975,0,1,34.96938,6.0044355,-0.12277734,2.0336652,1,1,69204.74,0
9565,15680961,1086,628.20105,0,0,33.707226,3.0730262,-0.28768563,2.0377727,1,1,38579.11,0
9285,15681360,1070,627.476,0,0,33.694595,3.292368,1.1157546,1.9872181,1,1,41725.887,0
5492,15752909,959,797.3487,0,1,34.914898,5.9611697,-0.002076745,2.017625,1,1,68898.4,0
5394,15750307,952,792.25183,0,1,35.000267,6.0042763,0.57605994,2.0074732,1,1,69964.07,0
5791,15788894,927,831.8111,0,1,34.88239,3.2159867,0.42270792,1.9832845,1,1,61072.3,0
2412,15765872,797,704.2762,2,1,37.979527,5.089503,156570.34,1.9778559,1,1,136826.31,0
5356,15751007,976,801.3924,0,1,34.91496,6.2856283,-0.51346457,2.0356264,1,1,68742.945,0
5032,15746967,908,774.9835,0,1,35.458607,5.949679,21.232334,1.9776456,1,1,76275.164,0
5510,15758315,981,809.0432,0,1,34.912388,5.9098067,-0.93666625,2.0721595,1,1,66805.86,0
2579,15765292,817,710.49677,2,1,37.792133,4.9856052,108278.44,1.9992287,1,1,131486.23,0
5441,15751109,974,799.41815,0,1,34.77729,6.1230445,-0.2668991,2.0267458,1,1,69147.266,0
5820,15794843,907,831.57153,0,1,35.089195,2.4036372,6.9954643,1.9329648,1,1,61299.906,0
5529,15764858,952,809.4025,0,1,34.750675,5.173982,-0.5006466,2.0272934,1,1,67002.26,0
6318,15724369,1965,639.5907,1,0,28.73716,6.1510644,175360.0,2.0156267,1,1,103593.99,0
7585,15713781,1019,701.7371,0,0,33.754604,4.3816376,1.7748225,1.9346957,1,1,52201.965,0
6364,15724769,1993,639.17346,1,0,28.585094,6.179321,170747.6,2.016232,1,1,103272.7,0
5373,15748032,955,791.98376,0,1,34.838097,6.1374245,0.89438474,1.9901648,1,1,70003.26,0
5330,15746793,951,786.028,0,1,35.024914,6.0903955,2.1356819,1.968785,1,1,70753.234,0
6448,15726983,2057,643.1704,1,0,28.400602,6.189657,173883.23,2.1113045,1,1,104012.44,0
5923,15806468,913,848.2338,0,1,34.982388,2.0247586,1.0358579,2.0009248,1,1,58699.746,0
9201,15692092,1231,628.9536,0,0,32.858948,3.4846292,34.4762,2.0355744,1,1,46467.566,0
2311,15767925,795,706.0851,2,1,38.251934,5.0106,167173.34,2.0135431,1,1,137535.12,0
6472,15725779,2079,641.5923,1,0,28.390448,6.060955,182583.8,2.1228979,1,1,102197.74,0
5442,15750680,963,796.1478,0,1,34.857178,6.0320272,0.11470592,2.0248022,1,1,70023.945,0
2365,15766108,801,703.2567,2,1,38.00136,5.119268,159729.1,1.9796295,1,1,137600.8,0
9748,15683532,1103,628.60254,0,0,33.512177,2.9705646,-0.82966864,2.0406778,1,1,35917.77,0
5592,15772386,952,815.8711,0,1,34.977592,4.287412,0.9957514,1.9997442,1,1,65445.188,0
5430,15750774,964,797.708,0,1,34.73885,6.122837,0.0045927763,2.0097804,1,1,69116.34,0
2693,15766819,836,717.24036,2,1,37.933357,4.994122,84220.58,2.020088,1,1,128559.42,0
5468,15745401,962,783.26465,0,1,34.730583,6.0802774,1.9431655,1.9667718,1,1,69337.414,0
5888,15799903,916,840.19434,0,1,35.011547,2.2463815,3.0048714,1.9647996,1,1,59982.73,0
8655,15692030,1245,629.94763,0,0,32.675323,3.868915,112.60989,1.9747128,1,1,52391.617,0
6314,15728616,2155,639.029,1,0,28.61466,6.2859282,190696.44,2.0638115,1,1,104022.06,0
9397,15679944,1088,625.448,0,0,33.61747,3.232026,0.12660384,2.0147588,1,1,39994.73,0
6337,15722573,1898,641.16895,1,0,29.176325,5.952226,142846.73,1.9835608,1,1,101709.99,0
5324,15750589,940,793.3911,0,1,34.867527,6.121166,0.6086699,2.008547,1,1,70333.27,0
5513,15755015,961,800.64514,0,1,34.845497,6.0709615,-0.734972,2.038904,1,1,67731.89,0
4332,15751080,856,768.24835,0,1,36.12314,5.9534197,191.7308,2.0589852,1,1,85024.21,0
2488,15764528,803,702.9828,2,1,37.67063,5.1280584,145543.61,1.9745951,1,1,135501.73,0
5879,15740503,979,768.60876,0,1,34.779514,5.85944,2.5994828,1.9601247,1,1,66573.88,0
5884,15797451,901,836.2136,0,1,35.057686,2.3337624,5.073738,1.9566896,1,1,60347.9,0
2614,15763913,825,711.5762,2,1,37.62444,5.0719066,100503.875,1.992235,1,1,130063.67,0
9394,15681473,1082,628.48114,0,0,33.76971,3.1748624,0.976962,2.003297,1,1,39366.21,0
5958,15812290,914,855.7845,0,1,34.96113,1.8940337,0.07495785,2.0321944,1,1,57967.156,0
9531,15682991,1094,627.81866,0,0,33.648045,3.1237593,-0.21462154,2.0100543,1,1,38732.297,0
9514,15681125,1078,625.662,0,0,33.796593,3.0550284,-0.08214247,2.0054963,1,1,37942.66,0
5787,15736604,1148,710.2779,0,1,34.131195,5.2281847,1534.4982,1.9945085,1,1,79949.516,0
5915,15805565,915,846.4239,0,1,34.959454,2.1089897,1.7254517,2.0031028,1,1,59635.16,0
5540,15755485,986,805.03296,0,1,34.788254,6.015996,-0.90578175,2.0649035,1,1,67285.625,0
5825,15795436,898,831.9201,0,1,35.065334,2.3509352,7.2124405,1.9360597,1,1,61495.18,0
5913,15803881,903,844.2146,0,1,34.978703,2.0983684,2.0889938,1.9821856,1,1,59813.074,0
6452,15724077,1981,639.68915,1,0,28.929447,6.0813046,162244.1,2.0002513,1,1,104169.73,0
6087,15815690,948,877.6873,0,1,34.338444,1.7819183,-1.4190648,2.1341531,1,1,53800.16,0
5895,15803698,905,844.39075,0,1,34.91609,2.110148,1.9058852,1.9753036,1,1,59563.848,0
5812,15785052,955,831.68225,0,1,34.750633,3.7474513,-0.6734977,2.0412362,1,1,61338.14,0
9383,15686829,1151,628.4368,0,0,33.399124,3.2513347,2.8201387,2.0207167,1,1,41558.496,0
6314,15722198,1934,641.1889,1,0,29.00312,6.044693,153060.2,2.0132136,1,1,102360.95,0
2405,15765317,784,705.55927,2,1,37.851402,5.057691,154752.47,1.9829667,1,1,135965.19,0
2990,15756743,924,696.7099,2,1,36.475704,5.2520056,148681.58,1.9505575,1,1,130472.96,0
2301,15767404,802,705.70593,2,1,37.863335,5.1764,179094.36,2.0108082,1,1,138071.6,0
9558,15682113,1068,626.9566,0,0,33.7664,3.029745,0.15656173,2.014681,1,1,38361.37,0
5964,15810493,926,855.88947,0,1,34.611294,2.048169,0.09219432,2.0343113,1,1,57234.113,0
9646,15681288,1103,625.78375,0,0,33.759296,3.0655208,-0.48792183,2.0553985,1,1,37986.957,0
6364,15737690,2441,633.81555,1,0,27.525896,6.7620625,254098.53,2.0419111,1,1,112513.91,0
2343,15765915,795,705.40314,2,1,37.92265,5.056134,159735.05,1.9992778,1,1,136895.14,0
9474,15681012,1092,626.24536,0,0,33.67183,3.2049499,-0.018268824,2.0262382,1,1,40045.055,0
6288,15722332,1935,638.7564,1,0,29.196568,6.050294,161732.88,1.9689581,1,1,104608.38,0
5887,15804499,907,846.70526,0,1,34.826218,2.1381116,1.872777,1.9953272,1,1,59187.586,0
5911,15802680,909,841.7378,0,1,34.984463,2.0679152,2.8797624,1.9719887,1,1,59954.777,0
6444,15721185,1832,640.81775,1,0,29.29772,5.8549814,94434.7,1.944783,1,1,99017.78,0
5915,15803645,898,843.9555,0,1,34.89816,2.091312,2.1366346,1.9834819,1,1,59711.535,0
6395,15727589,2101,642.73395,1,0,28.159922,6.1174364,188085.89,2.1087444,1,1,104101.58,0
5370,15749988,959,796.86176,0,1,34.93106,6.216158,-0.12797594,2.0294847,1,1,69634.81,0
2289,15767482,783,706.00714,2,1,38.214275,5.044039,169136.5,2.0193646,1,1,138513.83,0
5482,15754878,974,803.5754,0,1,34.954285,5.998505,-0.7461026,2.0616426,1,1,67823.984,0
5802,15793199,893,827.1123,0,1,35.11937,2.3687832,9.742664,1.9059815,1,1,62074.344,0
5504,15752332,951,795.7683,0,1,34.910778,5.8275814,0.07660222,2.0015476,1,1,68189.336,0
2373,15765848,789,705.8679,2,1,37.970886,5.077861,157417.34,2.0043252,1,1,136699.27,0
2319,15769705,796,707.7789,2,1,37.96211,5.104607,164786.66,2.0129716,1,1,138339.61,0
5931,15806629,919,852.25745,0,1,34.9001,2.091771,0.37673926,2.004695,1,1,58419.387,0
2295,15767222,796,706.3916,2,1,37.878017,5.038078,170729.28,2.015133,1,1,138212.67,0
2525,15760529,834,703.0958,2,1,37.831356,5.2115016,140794.36,1.9834688,1,1,137085.08,0
2565,15764318,841,706.26636,2,1,37.437504,5.056219,156824.42,1.9937177,1,1,132284.16,0
6416,15720437,1803,638.6852,1,0,29.332714,5.8742127,83403.96,1.931818,1,1,98419.8,0
5856,15793731,910,833.15076,0,1,34.95443,2.5521162,4.075804,1.9468579,1,1,60318.01,0
2312,15766586,781,705.7512,2,1,37.98159,5.0540366,162470.45,2.005406,1,1,137632.86,0
2312,15766621,790,706.0805,2,1,37.916286,5.0367284,161061.19,1.9979646,1,1,137609.39,0
2373,15765671,800,704.0319,2,1,38.034306,5.036856,159808.1,2.0010293,1,1,136965.61,0
5423,15751581,976,799.02484,0,1,34.94181,6.1535068,-0.34306407,2.0392184,1,1,69390.83,0
2406,15766720,796,704.3453,2,1,38.00876,5.062857,150036.86,1.9870791,1,1,136903.5,0
5402,15749508,942,790.49866,0,1,35.087997,6.04751,0.94134164,1.9937427,1,1,69500.27,0
10000,15675804,1155,615.95233,0,0,33.161106,3.072761,-1.7466917,2.1225688,1,1,32578.586,0
9779,15681015,1100,627.1965,0,0,33.51331,2.9891775,-0.9936849,2.0551333,1,1,35919.43,0
5444,15753741,966,800.58923,0,1,35.05342,5.9937077,-0.22719991,2.0393996,1,1,69019.164,0
2661,15766130,828,717.46375,2,1,37.796326,5.110031,76145.55,2.030913,1,1,126969.12,0
2390,15766562,808,704.70044,2,1,38.137165,5.0341687,162054.33,2.0180361,1,1,137231.66,0
5320,15749293,957,794.3677,0,1,34.952568,6.102238,0.6788069,1.9961736,1,1,70071.875,0
2352,15764962,788,704.2933,2,1,37.93331,5.0095186,156917.61,1.9911427,1,1,136371.67,0
2311,15770443,796,708.81946,2,1,38.129528,5.112979,160867.62,2.023109,1,1,138733.98,0
5797,15789515,937,830.3279,0,1,34.98331,3.205667,0.5185107,1.9949589,1,1,61705.457,0
5445,15750962,953,795.4011,0,1,35.008926,6.0661716,0.28494608,2.0084503,1,1,69306.78,0
5592,15770504,947,813.18677,0,1,35.12796,4.4911942,0.6501746,1.9968078,1,1,65576.69,0
9588,15681545,1095,626.5412,0,0,33.696796,3.0963488,-0.19649911,2.0376832,1,1,38450.547,0
5342,15748917,952,790.0437,0,1,35.145466,6.044077,1.5240936,1.9882162,1,1,71168.836,0
5647,15769790,946,812.3347,0,1,34.941708,4.3917723,1.0432436,1.9952934,1,1,65695.945,0
2319,15767246,784,706.2749,2,1,37.881485,5.0893292,160248.39,2.011443,1,1,137507.62,0
5941,15812312,920,858.69666,0,1,34.798534,1.9858575,0.07804704,2.0454836,1,1,57322.41,0
6030,15815690,942,866.51215,0,1,34.680744,1.8717096,-0.6762892,2.0750563,1,1,55683.895,0
9510,15681917,1089,627.3633,0,0,33.68347,3.141035,-0.10341096,2.0217664,1,1,39116.027,0
9539,15680841,1089,627.4416,0,0,33.576866,3.1322823,-0.17596042,2.030371,1,1,38820.07,0
9604,15681799,1103,626.7302,0,0,33.796894,3.0714474,-0.26837718,2.0423467,1,1,38169.367,0
5416,15746551,941,785.274,0,1,35.042294,5.983046,2.4222414,1.9645901,1,1,70238.03,0
9337,15680241,1085,626.47504,0,0,33.62751,3.2719955,0.48648942,2.0002418,1,1,41063.332,0
6488,15726246,2084,638.57465,1,0,28.221668,6.201225,185664.48,2.1039753,1,1,102759.58,0
5922,15803145,906,842.9009,0,1,34.98046,2.0815132,2.519282,1.9733145,1,1,60077.883,0
9716,15680875,1106,625.81274,0,0,33.512394,3.0643058,-0.44613433,2.0371234,1,1,37835.844,0
2326,15767268,780,705.24176,2,1,38.175987,5.050559,162011.89,2.0096252,1,1,136744.77,0
5798,15791985,904,828.9913,0,1,34.98937,2.5414486,6.4853,1.9163067,1,1,61335.16,0
9611,15683462,1099,627.582,0,0,33.703484,3.0440936,-0.016626239,1.9975069,1,1,38614.633,0
5848,15798211,902,835.82733,0,1,35.05258,2.238833,4.4918003,1.9458268,1,1,60566.06,0
5395,15749754,933,791.86597,0,1,35.041515,6.0343575,0.77045727,1.9872906,1,1,69514.76,0
5889,15801034,906,840.3679,0,1,35.06649,2.2234325,2.4123702,1.9683309,1,1,59852.973,0
2629,15761460,815,703.0291,2,1,37.603786,5.1285663,128845.54,1.9477403,1,1,132850.64,0
2490,15762662,796,702.43317,2,1,37.999554,5.0620384,140382.22,1.9629705,1,1,134500.44,0
2505,15763344,792,703.8248,2,1,37.92385,5.028038,140317.72,1.9469008,1,1,134264.03,0
6002,15734190,966,759.74457,0,1,34.794353,5.557336,-0.42633736,1.9980416,1,1,64127.293,0
5348,15746222,949,786.40204,0,1,34.82328,6.0967474,2.3516488,1.9709198,1,1,70748.49,0
2446,15762314,792,703.442,2,1,37.78078,5.0586042,142527.5,1.9791145,1,1,133456.11,0
